baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids,cellids,targettaxid
340934040,Active,1126958,242620448,73776329,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.6369,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,(E)-N-Hydroxy-3-[4-[(2S)-3-(1H-indol-3-yl)-2-[(4-methylphenyl)sulfonylamino]propoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934062,Active,1126958,242620457,73776327,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0232,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,(E)-N-Hydroxy-3-[4-[(2S)-3-(1H-indol-3-yl)-2-[(2-phenylacetyl)amino]propoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934073,Active,1126958,242620459,73776472,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0056,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,4-Chloro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934084,Active,1126958,242620464,73776614,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0067,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,4-Fluoro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934095,Active,1126958,242620466,73776616,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0048,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,N-[(2S)-1-[4-[(E)-3-(Hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]-4-methoxybenzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934106,Active,1126958,242620447,73776326,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0105,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,N-[(2S)-1-[4-[(E)-3-(Hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934117,Active,1126958,242620460,73776474,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.0504,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,2-Chloro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934128,Active,1126958,242620461,73776473,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.1479,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,3-Chloro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934139,Active,1126958,242620462,73776612,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.1865,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,"2,4-Dichloro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934150,Active,1126958,242620463,73776613,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.2098,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,"3,4-Dichloro-N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340934161,Active,1126958,242620441,90670108,10014,24694055,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.5307,ChEMBL,Inhibition of HDAC in human HeLa nuclear extracts using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,Tert-butyl N-[(2S)-1-[4-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]carbamate,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340950499,Active,1141791,242635953,86765212,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,8.73,ChEMBL,Inhibition of HDAC5 (unknown origin) by fluorescence assay,"N-Hydroxy-3-[3-(1H-pyrrolo[2,3-b]pyridine-1-ylsulfonyl)phenyl]propeneamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340950706,Active,1141761,242635949,90676507,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.23,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,(E)-N-Hydroxy-3-(3-indazol-1-ylsulfonylphenyl)prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950791,Active,1141761,242635951,90656724,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.48,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"(E)-N-Hydroxy-3-(3-pyrrolo[2,3-c]pyridin-1-ylsulfonylphenyl)prop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950802,Active,1141761,103174146,5311,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.48,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950829,Active,1141761,242635953,86765212,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.1,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"N-Hydroxy-3-[3-(1H-pyrrolo[2,3-b]pyridine-1-ylsulfonyl)phenyl]propeneamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950857,Active,1141761,242635954,90676510,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.24,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"(E)-N-Hydroxy-3-(4-pyrrolo[2,3-b]pyridin-1-ylsulfonylphenyl)prop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950868,Active,1141761,242635955,90676511,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.6,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"(E)-3-[3-(2,3-Dihydropyrrolo[2,3-b]pyridin-1-ylsulfonyl)phenyl]-N-hydroxyprop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950879,Active,1141761,242635956,90676512,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.85,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"(E)-3-[4-(2,3-Dihydropyrrolo[2,3-b]pyridin-1-ylsulfonyl)phenyl]-N-hydroxyprop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950890,Active,1141761,242635948,90676506,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.51,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,(E)-N-Hydroxy-3-(3-indol-1-ylsulfonylphenyl)prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950901,Active,1141761,242635950,90676508,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.5,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,(E)-N-Hydroxy-3-(4-indazol-1-ylsulfonylphenyl)prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340950912,Active,1141761,242635952,90676509,10014,24766560,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.56,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate after 30 mins by fluorimetric analysis,"(E)-N-Hydroxy-3-(4-pyrrolo[2,3-c]pyridin-1-ylsulfonylphenyl)prop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340952174,Active,1141243,103174146,5311,10014,24755524,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.12,ChEMBL,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
340957441,Active,1139706,103174146,5311,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.26,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957452,Active,1139706,242633212,90675414,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,22.16,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Aminophenyl)-3-[4-methoxy-3-[2-oxo-2-[3-(trifluoromethyl)anilino]ethoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957606,Active,1139706,242633214,90675416,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,49.3,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Aminophenyl)-3-[4-methoxy-3-[2-(4-methoxyanilino)-2-oxoethoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957639,Active,1139706,242633216,90675418,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,15.6,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Aminophenyl)-3-[3-[2-(2-fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957661,Active,1139706,242633225,90675427,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,29.5,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Amino-4-methylphenyl)-3-[3-[2-(2-fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957716,Active,1139706,242633202,90675408,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,5.82,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-3-[3-[2-(3-Chloro-4-fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957727,Active,1139706,242633209,90675411,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,4.91,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,"(E)-3-[3-[2-[3,5-Bis(trifluoromethyl)anilino]-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957749,Active,1139706,242633203,90675409,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,2.96,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-Hydroxy-3-[4-methoxy-3-[2-oxo-2-[3-(trifluoromethyl)anilino]ethoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957760,Active,1139706,242633204,78319205,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,1.37,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,"(E)-3-[3-[2-(3,4-Dichloroanilino)-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957771,Active,1139706,242633205,78319206,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.94,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-Hydroxy-3-[4-methoxy-3-[2-(4-methoxyanilino)-2-oxoethoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957782,Active,1139706,242633206,78319207,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.73,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-3-[3-[2-(4-Bromoanilino)-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957793,Active,1139706,242633207,78319208,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,0.57,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-3-[3-[2-(2-Fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957804,Active,1139706,242633220,90675422,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,31.32,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Amino-4-methylphenyl)-3-[3-[2-(3-chloro-4-fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957815,Active,1139706,242633208,90675410,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,2.81,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-3-[3-[2-(3-Fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957826,Active,1139706,242633210,90675412,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,9.04,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-3-[3-[2-[3-Bromo-5-(trifluoromethyl)anilino]-2-oxoethoxy]-4-methoxyphenyl]-N-hydroxyprop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
340957837,Active,1139706,242633217,90675419,10014,24702857,Confirmatory,20200619,0,0,Q9UQL6,IC50,=,24.01,ChEMBL,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,(E)-N-(2-Aminophenyl)-3-[3-[2-(3-fluoroanilino)-2-oxoethoxy]-4-methoxyphenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
341000694,Active,1151130,242645507,24744325,10014,24900838,Confirmatory,20200618,0,0,Q9UQL6,IC50,=,0.4,ChEMBL,Inhibition of HDAC in human HCT116 cells assessed as plasma drug level causing increase in H2BK5 acetylation after 24 hrs by ELISA,"N-(2-Amino-5-(thiophen-2-yl)phenyl)-6-(2-oxo-1-oxa-3,8-diazaspiro[4.5]decan-8-yl)nicotinamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,269,
341000716,Active,1151137,242645507,24744325,10014,24900838,Confirmatory,20200618,0,0,Q9UQL6,Ki,=,0.016,ChEMBL,Binding affinity to HDAC in human HCT116 cells by radioligand displacement assay,"N-(2-Amino-5-(thiophen-2-yl)phenyl)-6-(2-oxo-1-oxa-3,8-diazaspiro[4.5]decan-8-yl)nicotinamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,269,
341139844,Active,1129007,242621893,90655296,10014,24588105,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,1.91,ChEMBL,Inhibition of human HDAC-5 using RHKK(Ac) as substrate by fluorescence assay,"1-(2,4-Dihydroxy-5-propan-2-ylphenyl)-N-[7-(hydroxyamino)-7-oxoheptyl]-5-[4-(morpholin-4-ylmethyl)phenyl]triazole-4-carboxamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341139845,Active,1129007,103174146,5311,10014,24588105,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,0.378,ChEMBL,Inhibition of human HDAC-5 using RHKK(Ac) as substrate by fluorescence assay,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341140628,Active,1128558,103174146,5311,10014,24565573,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,0.378,ChEMBL,Inhibition of human HDAC-5 using RHKK(Ac) as substrate,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341140629,Active,1128558,242620516,86302594,10014,24565573,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,1.58,ChEMBL,Inhibition of human HDAC-5 using RHKK(Ac) as substrate,"5-(2,4-Dihydroxy-5-propan-2-ylbenzoyl)-N-[7-(hydroxyamino)-7-oxoheptyl]-6,7-dihydro-4H-[1,2]oxazolo[4,5-c]pyridine-3-carboxamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341141704,Active,1127326,103685491,15986509,10014,24742384,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,29.6,ChEMBL,Inhibition of human HDAC5 using fluorogenic tetrapeptide RHKKAc as substrate,N-Hydroxy-E-3-(4''-methoxybiphenyl-4-yl)-acrylamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341141706,Active,1127326,103689034,15986418,10014,24742384,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,11.2,ChEMBL,Inhibition of human HDAC5 using fluorogenic tetrapeptide RHKKAc as substrate,N-Hydroxy-E-3-(4''-hydroxybiphenyl-4-yl)-acrylamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341141707,Active,1127326,103174338,444732,10014,24742384,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,0.0165,ChEMBL,Inhibition of human HDAC5 using fluorogenic tetrapeptide RHKKAc as substrate,Trichostatin A,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
341141709,Active,1127326,103174146,5311,10014,24742384,Confirmatory,20181003,0,0,Q9UQL6,IC50,=,0.378,ChEMBL,Inhibition of human HDAC5 using fluorogenic tetrapeptide RHKKAc as substrate,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,NULL,
344074305,Active,1174680,312368641,118720518,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.4477,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,(E)-N-Hydroxy-3-[3-[(2S)-3-(1H-indol-3-yl)-2-[(2-phenylacetyl)amino]propoxy]phenyl]prop-2-enamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074376,Active,1174680,312368643,118720520,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.4986,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,N-[(2S)-1-[3-[(E)-3-(Hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]-4-phenylbutanamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074424,Active,1174680,312368645,118720522,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.1912,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,N-[(2S)-1-[3-[(E)-3-(Hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]-4-methoxybenzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074452,Active,1174680,312368650,118720527,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.779,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,"3,5-Dichloro-N-[(2S)-1-[3-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074463,Active,1174680,312368652,118720529,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.0385,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,N-[(2S)-1-[3-[(E)-3-(Hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]-2-methoxybenzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074507,Active,1174680,103174146,5311,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.1448,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,Vorinostat,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074534,Active,1174680,312368647,118720524,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.0819,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,2-Chloro-N-[(2S)-1-[3-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074545,Active,1174680,312368648,118720525,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.3579,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,3-Chloro-N-[(2S)-1-[3-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide,HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
344074594,Active,1174680,312368649,118720526,10014,25462271,Confirmatory,20200625,0,0,Q9UQL6,IC50,=,0.2589,ChEMBL,Inhibition of HDAC in human HeLa cell extract using Boc-Lys (acetyl)-AMC as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by fluorescence assay,"2,4-Dichloro-N-[(2S)-1-[3-[(E)-3-(hydroxyamino)-3-oxoprop-1-enyl]phenoxy]-3-(1H-indol-3-yl)propan-2-yl]benzamide",HDAC5 - histone deacetylase 5 (human),/gene/10014,3.5.1.98,Q9UQL6,9606,30,
